,algorithm,value_type,value
0,QAOA (par.),expectation,-5.50385
1,QAOA (par.),expectation_norm,0.6115388888888889
2,cut-QAOA,expectation,-6.008112934728731
3,cut-QAOA,expectation_norm,0.667568103858748
4,QAOA (seq.),expectation,-5.5156600000000005
5,QAOA (seq.),expectation_norm,0.6128511111111111
6,random,expectation,-5.493109999999999
7,random,expectation_norm,0.6103455555555555
