,algorithm,value_type,value
0,QAOA (par.),expectation,-8.484530000000033
1,QAOA (par.),expectation_norm,0.6060378571428595
2,cut-QAOA,expectation,-8.600674244945575
3,cut-QAOA,expectation_norm,0.6143338746389696
4,QAOA (seq.),expectation,-8.521280000000006
5,QAOA (seq.),expectation_norm,0.6086628571428576
6,random,expectation,-8.509730000000006
7,random,expectation_norm,0.6078378571428577
